,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
1199,161585,198522,875639,174911,-128647,115407,1538536,368045,113320,257649,-405328,-232541
1200,150461,212726,839199,181324,-141212,105426,1773222,595319,349676,-9154,-469332,-64023
1201,138000,227963,811962,187859,-154791,94097,1432864,141532,373517,-204150,-532427,149028
1202,130365,240846,789549,193235,-166354,87004,1093227,733986,94785,69252,-46759,461495
1203,141298,245284,779449,195567,-170355,96769,544149,1168787,-269598,30070,-142810,349266
1204,156463,244645,779607,195685,-169779,110453,51412,1025288,-453386,88363,-278625,164517
1205,172796,242744,791626,195053,-168064,125189,-467396,755314,-421411,-49265,-499440,148118
1206,184092,243153,810436,195222,-168434,135370,-614911,338816,-300132,-193401,-474840,77986
1207,189591,244959,827222,195956,-170061,140335,-412853,208091,-284667,-300092,-447592,-27155
1208,192321,245586,838612,196194,-170628,142801,-188353,228937,-364309,-409491,-480778,-172519
1209,192795,245490,844924,196146,-170542,143230,79267,192844,-361325,-421559,-521377,-133916
1210,190777,246459,844887,196589,-171415,141414,359842,267186,-281481,-435657,-557887,-73063
1211,189302,248062,838710,197293,-172862,140091,626416,457000,-294817,-254629,-341276,94092
1212,190862,247834,828852,197178,-172659,141498,710108,684079,-410959,-165984,-260945,156130
1213,190355,246785,817321,196734,-171710,141035,851601,397926,-369012,-30424,-314810,-12840
1214,178407,249055,801839,197780,-173760,130247,985616,-199925,-161143,-55121,-594208,-18868
1215,150340,255991,786363,200389,-180041,104799,933439,-1121120,83228,-206593,-660102,-164058
1216,104073,269220,772531,203756,-192075,62495,900652,-1981740,346884,-385742,-501568,-176410
1217,45927,284310,756958,204344,-205887,8933,1222719,-2343611,253457,-523308,-379479,55512
1218,-19994,296034,736412,198909,-216683,-51681,1108759,-2832052,-43678,-541661,-179506,219472
1219,-97860,288037,739833,179083,-209314,-120689,-129348,-4211217,-127471,-94543,-46127,336134
1220,-186410,295026,746983,156028,-215753,-198963,224204,-4082527,150435,273238,72678,262705
1221,-259730,302550,753754,132255,-222705,-262456,-105749,-3053005,53875,338774,123484,328227
1222,-305376,301917,770255,113283,-222119,-300194,-474168,-1850568,-94449,41355,109928,508161
1223,-333758,304553,777028,101629,-224560,-323762,316898,-773202,-74280,-35537,122318,411201
1224,-340760,305555,784866,98763,-225489,-329594,-421472,42643,-193716,-216357,81971,-28661
1225,-332187,298158,805646,100219,-218644,-321307,-811465,607607,-214255,-537592,-385155,397546
1226,-306527,291982,822610,109412,-212945,-299361,-392177,1734514,-272590,-687226,-422286,439275
1227,-262320,290333,828674,126988,-211427,-262627,165534,2774757,-356554,-881682,-451011,305861
1228,-204740,287612,825353,147186,-208922,-213634,407344,3541205,-694473,-826638,-432672,54750
1229,-135962,274822,817656,163904,-197191,-152606,301159,4150493,-1388210,-709583,-376624,3916
1230,-54231,240431,810854,169977,-165981,-77315,-80489,4805960,-2468483,-190861,180758,-71238
1231,43369,198910,815622,167281,-128990,11566,-466000,5090262,-2103004,-23599,63429,-296854
1232,116813,173571,828975,161350,-106809,76719,-418774,2287753,-1403670,350222,-376338,-632316
1233,121516,155982,843313,152769,-91601,81295,-277796,-623532,-1021872,169258,-894766,-385824
1234,107724,153889,835878,150956,-89802,69528,1100587,480288,-135580,-249278,-946751,114346
1235,118043,167165,807419,158233,-101254,77976,1619331,1987008,374586,-563243,-757764,503588
1236,142718,181742,783995,166437,-113929,99068,986954,2269348,113434,-688724,-278490,719710
1237,191074,186621,786816,169255,-118193,141314,-418279,2728946,-115957,-623672,250753,532154
1238,238722,191236,815244,169916,-122240,183132,-1167769,1177247,-367031,-559774,243813,-43722
1239,238527,186444,841721,167625,-118039,182821,-493537,-856189,-728252,-57909,-52059,-351241
1240,228661,182705,833281,166297,-114768,174104,1324160,879822,-342834,213942,-226152,-56255
1241,237343,186325,795039,167630,-117935,181782,2034023,2040231,25969,-153022,-479089,320222
1242,254895,191727,761606,169170,-122671,197311,1478334,1779284,-36330,-75019,-387073,329901
1243,258982,198272,729470,171989,-128426,201141,1793666,1390723,156513,905500,-58794,30860
1244,269262,213409,696931,178236,-141818,210811,1384707,1403730,720866,205421,-703192,142634
1245,256161,227963,681476,185800,-154791,199735,575192,-967948,185209,-282016,-806292,-14899
1246,225089,233016,677467,189792,-159317,172097,437839,-828452,-214376,-220122,-566140,154583
1247,209293,232836,667796,190275,-159157,157938,826454,-21513,-415658,-41756,-278428,-149463
1248,199762,230607,657093,189516,-157158,149371,618000,53006,-488779,-791,-363633,-91519
1249,186178,229899,649838,189390,-156524,137200,630258,-328206,-272425,10613,-462731,-23882
1250,164529,237359,638696,192640,-163218,117769,796389,-628990,209820,-247048,-792967,-179653
1251,127494,257428,627094,200191,-181346,84066,852781,-1906960,868808,-287114,-819061,-428863
1252,49648,285820,613096,205378,-207275,12245,1069355,-3970387,944536,-217427,-711038,-580827
1253,-37177,304868,604405,198948,-224852,-67922,571059,-3491802,242893,-587980,-254023,583095
1254,-111283,313188,602536,184818,-232572,-135276,479349,-3564764,-79190,-713911,-182706,646024
1255,-200882,318891,597017,159491,-237879,-214709,573752,-4077938,-232765,-630297,-65993,707436
1256,-280795,319515,592860,129455,-238462,-282812,370131,-3161991,-540871,-200693,145328,356443
1257,-331058,313587,589198,105790,-232942,-323219,247559,-1407431,-713823,-118602,82344,458433
1258,-341277,311543,584874,100466,-231045,-331118,501187,693466,-444483,-103893,13323,590766
1259,-325025,311141,585262,107714,-230669,-317877,-97893,1117112,-374435,-407315,-278358,370831
1260,-301431,301225,599056,114739,-221480,-296836,-795488,1420776,-583728,-365756,-333064,263532
1261,-259424,283258,624145,125599,-204922,-259035,-1400500,2252069,-686227,-396330,-445889,86158
1262,-197409,261529,659072,139862,-185069,-203505,-1717992,2988513,-762027,-437219,-543929,13157
1263,-113691,238547,693328,155351,-164285,-128778,-1425724,4302327,-1097091,-311885,-516006,43151
1264,-9537,214496,715455,166950,-142784,-35807,-752713,5456717,-1321401,-66925,-177798,-96496
1265,109600,197404,728568,172460,-127663,69680,-309852,6020675,-1013519,71532,21423,-300264
1266,203409,188329,737061,169868,-119690,152132,25027,3732017,-660006,-56550,13618,-499919
1267,235738,187267,738193,168167,-118760,180406,280406,1109036,-280984,-221614,-434410,-347513
1268,242685,191547,730657,169846,-122512,186612,790568,901816,-51760,-607355,-686472,15329
1269,255333,197573,713554,171915,-127813,197911,998575,1652986,-3199,-783086,-477345,58199
1270,272400,201570,697393,172498,-131335,213064,961640,1286478,-224111,-580756,-322546,222214
1271,272099,200490,682894,172016,-130382,212752,762884,347167,-383459,-382171,-192090,43449
1272,266161,200496,679308,172498,-130388,207536,327902,22382,-303828,-58647,-236595,-440883
1273,246999,200626,655714,173892,-130502,190690,2182841,32576,-199018,333467,-287003,382008
1274,235171,201536,602223,174983,-131305,180301,2263943,1704750,-192048,400050,282252,712374
1275,263632,207205,585361,175822,-136317,205584,372652,1966339,232377,584423,-62667,235751
1276,247095,230318,567186,187447,-156900,191719,1566574,-1691889,1078618,329099,-826187,-839556
1277,183686,250954,545774,198574,-175479,135024,519851,-2112859,435185,-207800,-491813,280921
1278,170307,259976,558914,202373,-183659,122892,-633354,269760,-61964,-498221,-502767,695703
1279,175426,261472,573639,203019,-185017,127542,-160772,-86300,-406447,-178142,-396962,-154819
1280,164239,257619,575377,201329,-181518,117393,211351,-113365,-620668,217606,-382701,-392136
1281,162331,252677,577409,199218,-177038,115692,174454,253096,-590417,106160,-401493,10031
1282,155312,249130,578302,197588,-173827,109372,252545,-279286,-455662,-32117,-486246,27322
1283,133449,253105,573641,198623,-177425,89545,640059,-1001361,-38628,-96292,-455092,-320862
1284,89989,262295,561995,199876,-185765,49936,821990,-1883703,143234,-165569,-454716,-220462
1285,35476,276366,553853,199895,-198605,-127,597248,-2534672,359349,-365737,-406629,76458
1286,-36747,291429,555128,194005,-212436,-66439,219165,-3795769,373279,-420349,-244909,201501
1287,-133302,305517,555660,176051,-225453,-153955,524250,-4770434,359567,-338706,-169073,164077
1288,-233853,319923,559359,148017,-238840,-243208,107572,-4683682,338386,-235948,-35034,170231
1289,-311271,322167,575428,117350,-240933,-308533,-560585,-3066689,-123417,-245593,46695,658775
1290,-359721,310850,591557,91612,-230400,-345784,-603648,-2052267,-687970,-349328,-133943,528636
1291,-391980,299443,596553,72252,-219831,-368953,-75622,-901409,-702848,-381420,-243724,446854
1292,-396908,289790,599793,66658,-210927,-370758,-212144,541412,-693900,-592821,-344350,544394
1293,-376954,278192,608014,72583,-200276,-352822,-515651,1472074,-600004,-598746,-355001,526457
1294,-337748,262896,627364,85458,-186313,-318850,-1131637,2138787,-561364,-548908,-421742,339944
1295,-280240,242576,658060,102185,-167912,-268799,-1644437,2848264,-650245,-483649,-452793,186591
1296,-199651,218865,697528,121835,-146671,-198555,-1934732,3879931,-784986,-469989,-463614,83830
1297,-94803,192952,738692,139986,-123747,-106849,-1768995,5042951,-1129286,-434337,-502772,10038
1298,28570,167395,777010,150285,-101452,929,-1633774,5766468,-1294843,-94646,-430112,-288750
1299,141095,145689,816573,148258,-82774,98315,-1412987,4101698,-1283690,-85204,-391449,-282924
1300,190898,130257,843825,140648,-69642,140779,-662413,794178,-909945,-35586,-260567,-222528
1301,184397,128422,867192,139726,-68088,135267,-866006,-1171913,-303167,-129939,-513936,-396246
1302,170096,136882,893109,144202,-75264,123136,-670743,-758672,347147,-225878,-593156,-249168
1303,174921,155984,896191,154119,-91604,127212,646890,1186137,632665,-315826,-341939,371862
1304,193509,172511,880520,162320,-105889,143335,908071,1610182,390392,-630683,78201,341977
1305,187329,186875,871733,169416,-118417,138036,403937,-840629,197731,-708550,283934,-577605
1306,138529,183149,858634,166985,-115157,95386,1520822,-2037207,-966910,-57744,-118937,84079
1307,112003,170451,819959,159541,-104100,72649,1637725,1318423,-1070807,354349,-114582,732274
1308,148690,163249,815560,157443,-97867,104544,-87992,2445181,-299161,582477,3329,536865
1309,166109,186342,798157,169142,-117950,119459,2044274,925806,1386242,569526,-933985,-144432
1310,143869,217971,771244,183546,-145874,99496,174902,-870075,566842,70548,-719003,-125078
1311,133765,219052,812012,183689,-146838,90486,-1904085,-901039,-275512,-150755,-780647,385579
1312,128684,222222,841890,184914,-149662,85895,-518066,-516456,-149888,-88992,-606297,-203107
1313,124582,221648,862282,184469,-149150,82255,-963631,-270745,-470577,-38803,-253843,-111820
1314,128903,215798,892261,182007,-143942,86234,-967134,13130,-594879,-84025,-220936,143052
1315,134466,212237,908957,180601,-140777,91244,-250761,238134,-474795,-144249,-334222,-118642
1316,131754,211058,913780,179950,-139731,88865,157049,-69463,-362594,-206205,-482638,-215095
1317,115745,212309,914317,179762,-140840,74650,258255,-734869,-281986,-227180,-526939,-127760
1318,86229,214105,913881,178579,-142436,48453,313884,-1386057,-254057,-299225,-561980,107162
1319,46613,218685,911637,176750,-146510,13203,401395,-1664101,-61878,-443865,-519637,285159
1320,1997,227920,909558,174783,-154754,-26787,412220,-2133697,147103,-516254,-407665,245070
1321,-59602,237573,910461,167641,-163410,-81724,244543,-3195962,72517,-336291,-131338,247212
1322,-137038,245020,912713,151760,-170117,-149689,282113,-3680548,11444,-37557,-9396,181067
1323,-204491,249751,920075,132874,-174390,-207636,-307026,-2835634,-48233,52297,105274,375198
1324,-247968,247846,945240,116685,-172668,-243448,-963103,-2241480,55381,-72933,-78196,469437
1325,-289544,248922,966831,100884,-173639,-277533,-358140,-2215961,75598,-145281,-189835,384870
1326,-327076,251771,981677,86106,-176217,-308117,-282693,-1556876,90235,-249751,-298401,479784
1327,-348334,253458,996390,77243,-177746,-325219,-267040,-788452,-13189,-312788,-341978,456069
1328,-356045,250970,1009386,72804,-175493,-330708,-446843,-12222,-300656,-314040,-267585,158000
1329,-344051,238145,1028242,73467,-163924,-318573,-996024,738556,-562895,-492178,-313791,145270
1330,-319956,219494,1053734,76729,-147231,-295691,-1291857,1066944,-643362,-579272,-319850,300672
1331,-289063,197091,1082765,80203,-127388,-266628,-1483135,1275071,-843660,-552014,-373033,248568
1332,-251167,168815,1116074,82137,-102684,-230832,-1801103,1487066,-1101458,-473581,-349184,155155
1333,-199138,135254,1160424,83795,-73880,-183013,-2384151,2056992,-1129762,-290561,-215847,9558
1334,-127279,106471,1219454,89376,-49650,-120828,-2557984,2242381,-721016,39856,-204082,-259796
1335,-77751,89815,1272456,91791,-35836,-78784,-1724149,648322,-543302,37442,-217896,-301839
1336,-69671,79653,1301655,87833,-27485,-70915,-620329,-399468,-544931,-75789,-451253,-656496
1337,-78625,79034,1309152,85663,-26979,-77924,196336,-159844,-172066,-284404,-534004,-445292
1338,-79929,89134,1300961,90961,-35275,-80424,1085365,934097,146800,-367827,-662793,-106962
1339,-73995,106470,1274086,101580,-49650,-78103,1697772,1406032,144064,-515774,-638530,260956
1340,-74807,116563,1249096,106763,-58096,-80138,1085079,666362,-297239,-416647,-344684,566854
1341,-75245,117979,1238830,107414,-59284,-80688,550200,738869,-383321,-239320,-105550,672155
1342,-55799,125028,1240108,115046,-65221,-65708,42366,1650869,291352,-115545,386532,803995
1343,-16703,142455,1252100,131091,-80013,-35240,3233,2071467,637712,-493665,-267684,805662
1344,7923,156661,1250556,142108,-92185,-15811,727246,1233692,127891,-590987,-375354,683557
1345,-7120,165963,1225604,144447,-100213,-29416,1928240,-345812,-188572,-198672,-171814,25227
1346,-28760,173042,1184972,144259,-106350,-48508,1685439,884482,-485604,511370,58826,-256647
1347,-5610,174000,1174273,148619,-107182,-28860,317021,1900401,-276412,801963,-106571,256299
1348,16944,177907,1183237,153873,-110584,-9851,-407922,749684,-126178,542955,-639578,635849
1349,30235,176047,1208920,154745,-108964,1726,-1010806,265865,-356231,169449,-873527,570638
1350,43510,169501,1237566,153151,-103277,13597,-1066979,371323,-572539,163992,-559894,381642
1351,67359,160080,1275272,150969,-95131,34644,-1654334,631524,-664570,144782,-183000,390977
1352,96914,147550,1323340,147008,-84366,60530,-1929148,516163,-881053,11703,-145869,396721
1353,122987,131542,1373870,140141,-70730,83252,-1903100,191911,-1067395,-99151,-199604,273854
1354,144825,114903,1418197,132008,-56702,102036,-1488443,288711,-1125511,-161560,-230660,121190
1355,166256,98256,1457497,123221,-42818,120109,-1392195,288581,-1176114,-194718,-240608,48340
1356,186310,81866,1496398,113975,-29299,136661,-1293288,221114,-1173200,-146701,-360969,55117
1357,204674,66837,1530431,105018,-17037,151484,-1027602,278575,-1121211,-141344,-507600,-66868
1358,221243,52702,1560822,96210,-5626,164557,-914917,216284,-1092570,-169233,-605909,-140808
1359,234222,41648,1588999,89064,3215,174592,-786284,91398,-875731,-218315,-700611,-52622
1360,245426,35126,1613279,84556,8396,183230,-636355,159394,-694242,-173846,-736082,-5261
1361,250049,31209,1631975,81911,11496,186711,-363099,-160580,-566941,-160520,-768324,-65611
1362,243828,29233,1643918,81042,13057,181726,-124982,-457030,-431370,-151655,-782658,-124516
1363,227890,30481,1650434,82540,12071,169214,61360,-834440,-251192,-100235,-758601,-225208
1364,195256,35058,1648605,86215,8450,143507,531035,-1527192,-45130,-69073,-626653,-131188
1365,140544,44511,1633319,91520,932,99946,1002896,-2164732,204675,-38369,-420633,226447
1366,72191,59403,1614435,96471,-11022,44599,1079376,-2766558,390782,102677,-281270,421654
1367,-2118,78732,1599975,99031,-26732,-16768,845167,-2950751,568844,285816,-238246,409855
1368,-65657,96180,1597730,97729,-41096,-69984,338052,-2742618,374891,315576,-145345,539442
1369,-125448,107073,1606811,90150,-50154,-119471,-177110,-3072685,246734,303333,-250347,592178
1370,-178239,113513,1633823,79215,-55536,-162372,-1058478,-2880870,461454,452528,-486785,698206
1371,-206906,130747,1676262,79131,-70056,-188245,-884354,-1805420,1494262,656668,-649465,648472
1372,-221106,166363,1710502,91482,-100559,-206501,-265556,-1155159,1912222,435058,-448523,306391
1373,-241719,200317,1746354,99461,-130229,-229590,-784756,-1947386,1745104,77012,-328978,218838
1374,-277369,223281,1797080,95661,-150608,-262728,-1589848,-2969779,1576284,-136565,-196906,388253
1375,-311493,228812,1861935,84001,-155551,-291021,-2204235,-2975055,1297464,-311001,-160559,498561
1376,-346271,230725,1934010,69638,-157264,-318666,-2667550,-3046910,1286843,-485862,-273837,632073
1377,-380754,227498,2007518,52506,-154376,-344384,-2545839,-2968851,1108132,-519023,-447684,727203
1378,-412704,221488,2070422,34735,-149009,-366873,-2110055,-2468396,786863,-491333,-456241,681897
1379,-435424,212543,2123099,19928,-141048,-381228,-1853587,-1712856,500335,-471750,-334348,565346
1380,-441911,200243,2169710,11934,-130164,-382601,-1762442,-701110,221937,-462658,-236971,474343
1381,-431665,183638,2212214,10627,-115584,-370669,-1733020,91472,-73702,-477983,-226161,404885
1382,-410560,163665,2249533,12805,-98225,-349950,-1589270,667468,-385362,-410718,-286259,310406
1383,-380441,141002,2281303,17056,-78772,-321925,-1476519,1243524,-684414,-298072,-330859,208406
1384,-339929,114402,2309934,22404,-56282,-285239,-1466403,1753964,-1002260,-194487,-375520,111142
1385,-292237,83905,2338477,26179,-30973,-242332,-1552040,1970233,-1198620,29383,-552929,-68774
1386,-241939,53509,2369749,27767,-6275,-197825,-1498459,1817582,-1166004,105356,-645010,-129424
1387,-204402,27226,2398600,24764,14639,-164118,-1166626,965969,-1072864,199561,-692794,-200774
1388,-198449,12725,2418749,18112,25996,-156451,-446911,-693225,-492075,319570,-705860,-269660
1389,-216741,16978,2433676,15218,22678,-170674,-158226,-916997,338100,322465,-702542,-255437
1390,-221189,34201,2445499,23673,9130,-178007,449823,157415,722326,-172716,-975036,561420
1391,-214661,52342,2440266,35780,-5337,-177421,854730,1241149,18739,443061,347248,667462
1392,-190772,50948,2430934,42124,-4219,-159311,406983,2017951,-711775,284953,580184,720215
1393,-157673,55830,2436020,54016,-8142,-135347,-17758,1487460,450300,-106974,467743,689552
1394,-132691,69317,2454818,67944,-19052,-118695,-360494,857335,351505,-356284,-434906,-185116
1395,-118245,69437,2476458,71516,-19150,-107507,-709473,101957,-385970,-351082,-451775,-337904
1396,-120863,55565,2495529,63098,-7928,-107146,-694350,-467687,-1000430,-397763,-488708,188953
1397,-117872,32505,2517630,50506,10472,-100795,-1077930,104584,-1254875,-343728,-481016,654238
1398,-95045,8719,2546452,41334,29110,-79486,-1156763,772115,-1087502,-69818,-475895,770990
1399,-62506,-6723,2579034,38191,41020,-52720,-1222270,915306,-609579,204962,-493833,734397
1400,-29437,-15215,2621520,38442,47504,-26883,-1471937,453888,-355427,272705,-656705,572940
1401,2437,-21281,2659772,39159,52108,-2386,-1082997,826431,-349983,21775,-657203,281598
1402,33461,-25543,2695262,40128,55328,21197,-1212210,520253,-393222,-153037,-506020,32169
1403,57889,-32405,2741667,38059,60487,39998,-1710436,-320117,-527016,-258283,-458887,63203
1404,76094,-40639,2793374,34118,66636,54115,-1637345,-476806,-566897,-268151,-473107,176878
1405,93105,-48431,2838520,30084,72413,67159,-1334119,-233733,-611024,-264804,-484989,256592
1406,111304,-55534,2876783,26302,77645,80886,-1104665,25373,-604413,-246343,-482454,287223
1407,131264,-62560,2911908,22342,82786,95736,-1027897,178802,-677780,-164565,-486374,245639
1408,152830,-71233,2944752,16942,89085,111602,-890140,335356,-787046,-96541,-552213,118797
1409,174269,-80270,2972452,10890,95593,127128,-669604,490172,-799590,-79106,-592031,79070
1410,195080,-88495,2996905,5028,101466,141949,-604698,496158,-754279,-30169,-671834,102442
1411,213750,-95274,3022384,-106,106273,155051,-684988,234234,-718185,96685,-672031,152603
1412,228072,-101049,3052566,-4639,110342,164953,-855681,-190408,-670762,226187,-676726,127136
1413,236692,-104113,3084657,-7150,112490,170870,-811714,-455394,-509883,268661,-745403,69584
1414,236536,-103769,3110623,-6899,112249,170774,-578037,-756226,-340156,201545,-853255,7789
1415,223622,-99982,3132477,-3729,109591,161866,-486560,-1318796,-127287,139584,-846996,-14704
1416,193645,-90484,-3134712,3646,102880,140906,-193739,-2019088,252738,130241,-783431,27726
1417,140729,-73245,-3130929,15282,90539,102904,373363,-2689485,644255,260328,-562319,75034
1418,63895,-49337,3134712,27342,73083,45753,1368750,-2987700,831051,305489,-411485,-66834
1419,-22901,-22625,3102368,34716,53124,-21052,1575576,-2930306,685008,109683,-147310,122086
1420,-94769,-2141,3094806,34752,37502,-77424,196166,-3067621,522793,-202121,77159,527184
1421,-147968,6621,3122597,27977,30737,-118311,-1036156,-3355176,242157,-181627,122666,843018
1422,-201226,3851,-3123533,12114,32881,-156391,-994652,-3401145,-19209,-114129,-127600,989420
1423,-254094,16264,-3103273,3100,23236,-197217,243487,-2591058,917755,300891,-438908,486911
1424,-287206,54679,-3085202,12824,-7215,-231013,315611,-1520073,2089794,560484,-564113,-59523
1425,-309975,91227,-3041534,23139,-37001,-257209,-1018244,-2723706,1882262,347137,-488886,-56765
1426,-341982,105334,-2982528,17229,-48702,-284262,-1536066,-3036523,1172950,-18505,-390273,392529
1427,-375111,113811,-2931962,7089,-55787,-310440,-1187425,-2504583,1045449,-373707,-322717,605581
1428,-399557,123117,-2890367,347,-63609,-330493,-891810,-1699604,881976,-505499,-305923,618722
1429,-409428,128313,-2854405,-1910,-67997,-338986,-872687,-823899,587226,-564475,-391393,516832
1430,-405879,129478,-2821450,265,-68982,-336826,-886806,-126367,389681,-524812,-543911,411158
1431,-391283,126911,-2789847,5843,-66811,-325727,-982750,385110,170438,-555857,-603409,365177
1432,-370190,118203,-2758967,11285,-59474,-308167,-1140985,666199,-188882,-587986,-659712,360374
1433,-339578,102036,-2729027,16634,-45957,-281618,-1261898,1188938,-538641,-641125,-766674,311913
1434,-300461,81944,-2700807,22101,-29363,-247827,-1242497,1714978,-769916,-655350,-813114,300750
1435,-253793,59540,-2676425,27083,-11133,-207998,-1050671,2119097,-1030808,-650033,-868591,241969
1436,-200049,34544,-2658509,30206,8858,-162589,-796071,2658545,-1355529,-599642,-860719,199323
1437,-144799,5153,-2648801,27878,31874,-115688,-464229,2719809,-1778442,-549585,-847906,122500
1438,-107782,-27978,-2650962,15912,57162,-82330,21532,1857206,-2000406,-114539,-559261,-72188
1439,-97637,-52369,-2659826,2351,75317,-70569,340851,737895,-1286374,384816,-212595,-167157
1440,-99549,-59531,-2660884,-2713,80574,-70591,-16694,91395,-475126,467288,-316941,-275152
1441,-93450,-60018,-2643376,-1826,80930,-66208,-542709,29744,-53569,34041,-575353,-132653
1442,-75309,-55230,-2620790,4764,77421,-54215,-258846,952630,143784,-304929,-792396,112631
1443,-44034,-44684,-2617783,17106,69640,-33460,517615,2100369,160555,-391886,-716316,177493
1444,-17743,-34831,-2624255,27590,62303,-15666,553048,1522417,6651,-341367,-562968,100542
1445,-8289,-28154,-2626678,33268,57294,-9539,314652,630840,-67578,-235305,-426596,175895
1446,6584,-23425,-2620937,38317,53728,944,-105213,1161957,-122466,-17727,-142391,122536
1447,41280,-22261,-2604989,43083,52849,26743,-358830,1584109,-244420,186735,80657,176327
1448,71716,-17333,-2590530,49061,49113,49252,-201262,1149642,109750,45060,74000,533640
1449,83304,-6487,-2583328,56920,40839,57348,137329,377898,203904,-151855,-169937,592820
1450,74887,4356,-2580332,63168,32491,50219,483513,-638743,262104,178720,-127226,78099
1451,12326,29719,-2622436,72318,12672,-329,2841048,-1739258,902755,236434,-733552,-737504
1452,-34567,59598,-2662146,82965,-11179,-40466,1258327,-294258,555495,-91719,-564681,-147440
1453,-27646,66548,-2665834,88121,-16804,-35833,234068,1388688,-372487,-187968,-230779,980328
1454,3583,60352,-2663186,89313,-11788,-10320,22950,1849683,-654427,26277,-324158,530103
1455,21702,57930,-2658743,90303,-9833,4335,128521,486644,-342158,224018,-578051,110401
1456,23084,56523,-2648117,89652,-8700,5564,-561182,64307,-421210,332228,-829612,98965
1457,40932,52394,-2620142,89306,-5379,20121,-949429,533429,-451229,-2371,-469833,455485
1458,53912,44818,-2593130,86155,686,31015,-807397,-122425,-663041,-156767,-424660,162458
1459,53233,34227,-2570567,79714,9109,31274,-634549,-517598,-823697,-31660,-560143,-167239
1460,45885,22742,-2552238,71969,18164,26431,-487964,-662980,-824623,-10440,-655899,-109203
1461,32610,13858,-2538205,65055,25113,16910,-209023,-873378,-665376,-45320,-682257,-71467
1462,9735,10031,-2536920,59908,28091,-299,406221,-751690,-461476,-64313,-682686,-134383
1463,-15191,11808,-2550137,57532,26710,-19567,993035,-383523,-332868,-129838,-586807,75527
1464,-46097,18567,-2574106,56683,21436,-44032,1322730,-640129,-117660,-217245,-627692,122681
1465,-86098,33002,-2591826,57734,10078,-76722,886979,-1456515,355701,-360554,-778061,71433
1466,-142835,53363,-2593516,56470,-6156,-123575,575614,-3206022,706145,-328544,-772661,-129760
1467,-236251,96402,-2593773,52306,-41281,-203611,501477,-4508482,944440,-116892,-507418,65510
1468,-313177,109683,-2570121,30960,-52332,-264386,-793272,-3982004,411293,-20547,-279525,783007
1469,-363600,108079,-2538813,9414,-50992,-300582,-738632,-2506896,172639,-347848,-494305,922979
1470,-404965,108794,-2528091,-8655,-51589,-330022,161123,-1727217,-314526,-401404,-392711,443858
1471,-424994,105176,-2528688,-19642,-48571,-342769,153050,-2456,-593462,-468649,-273948,496628
1472,-412931,99805,-2526250,-16472,-44102,-332792,-104128,1301813,-463402,-550920,-357945,616291
1473,-376333,91110,-2514236,-4166,-36905,-304682,-636285,2046233,-483027,-440134,-457076,377564
1474,-322318,74322,-2488422,9833,-23128,-261551,-1345486,2465703,-604954,-258927,-475919,109044
1475,-246495,50854,-2447512,24826,-4143,-200514,-1981587,3254532,-717232,-73420,-452622,-47908
1476,-142751,22847,-2398177,38898,18083,-117675,-1999924,4443039,-1148308,55315,-387980,-86511
1477,-26694,-6925,-2360594,44110,41175,-25926,-1166279,5161552,-1467076,161401,-338564,-228386
1478,72564,-21761,-2343575,46256,52471,50195,-223748,4194055,-630313,25068,-311009,-431459
1479,129774,-21462,-2337789,49756,52244,93337,202651,2371495,-232963,42351,-196586,-434350
1480,160594,-14240,-2338177,55212,46762,116569,225032,1803134,155687,-185013,-424823,-447799
1481,190940,-1907,-2340724,63189,37322,139780,590861,1895130,275629,-387311,-699928,-183461
1482,200562,7422,-2363584,68977,30117,147318,1419681,1322466,-23359,-429706,-693974,-132191
1483,191497,8596,-2401248,69849,29206,140302,1701127,878861,-420340,-244053,-303903,173013
1484,185893,8312,-2421837,69718,29426,135951,558832,699794,-204835,-271022,-219835,367641
1485,196691,15191,-2416483,73923,24073,144411,-53741,664736,35553,-203771,-473377,395863
1486,198773,22720,-2417871,78578,18182,146135,596918,372804,15903,207545,-303836,157018
1487,198648,31612,-2435218,84057,11178,146151,1023593,1231397,183358,746439,54105,307421
1488,208845,51730,-2456247,96004,-4846,154588,1104418,1255616,981853,597025,-436447,157918
1489,184160,77843,-2480641,111682,-26004,134882,1206053,-1018297,781447,73215,-640325,-179997
1490,155436,91228,-2490162,119125,-37002,111222,224549,-320556,38760,-241648,-281138,703527
1491,166804,94290,-2478171,121004,-39533,120587,-372830,798173,-289449,-328152,-337491,592981
1492,177519,94423,-2465823,121126,-39643,129450,-150404,341845,-384519,-126448,-630349,11929
1493,180451,93702,-2459089,120717,-39046,131875,33986,307090,-377846,35888,-670878,13731
1494,180570,94902,-2457285,121392,-40039,131974,274277,223822,-275648,6863,-619897,92946
1495,171933,96825,-2459258,122460,-41631,124822,392301,-314656,-249564,-48771,-549259,94804
1496,143355,100172,-2467019,123856,-44409,101084,681656,-1129871,-164245,97,-471607,-330096
1497,106204,105080,-2482478,124945,-48491,70079,1117603,-1002418,-180591,22262,-488017,-88796
1498,69264,110306,-2513137,125044,-52853,39114,1735656,-492028,-214316,-49554,-570691,63843
